028831028 n025006202_9906
"02088238 n02088238_8839 500 375 basset,91,0,409,373"
"02111500 n02111500_5346 500 333 Great_Pyrenees,106,131,296,277"
023240125 n026142792_2962
"02111889 n02111889_6356 375 500 Samoyed,30,23,348,453"
0218983 n021632599_6225
024345882 n023849585_5989
029446589 n027775028_7885
# 170
# 556
026998986 n027505542_8199
028336664 n028163646_4182
"02086646 n02086646_4133 600 394 Blenheim_spaniel,154,66,378,346"
# 309
029624465 n028948382_5461
026311042 n027408960_8605
026185361 n025813263_2040
"02096294 n02096294_8702 500 375 Australian_terrier,35,1,499,374"
021731895 n021189324_2033
025319728 n023665460_6830
"02100877 n02100877_172 500 333 Irish_setter,187,133,347,233"
024766363 n023725255_3153
"02113799 n02113799_815 190 260 standard_poodle,19,8,183,250"
"02092339 n02092339_174 500 333 Weimaraner,110,47,499,332"
02583095 n023295489_3378
"02090721 n02090721_2299 332 500 Irish_wolfhound,5,37,325,473"
"02099712 n02099712_1383 500 396 Labrador_retriever,0,0,469,395"
"02106382 n02106382_4532 600 498 Bouvier_des_Flandres,11,17,557,466"
025688178 n027941222_2518
"02112137 n02112137_6016 500 333 chow,77,53,499,307"
"02111500 n02111500_8867 500 375 Great_Pyrenees,106,15,331,350"
025019865 n024906150_5386
022229898 n022610514_977
"02116738 n02116738_7578 500 367 African_hunting_dog,3,0,497,366"
"02092002 n02092002_1564 400 251 Scottish_deerhound,0,36,328,250"
"02108000 n02108000_1339 450 295 EntleBucher,101,54,386,294"
026585710 n022092349_1250
# 786
"02100877 n02100877_5916 500 333 Irish_setter,47,77,499,332"
023097450 n022312724_5174
"02097209 n02097209_2214 375 500 standard_schnauzer,2,35,333,497"
0258731 n028158403_4774
"02113799 n02113799_333 500 333 standard_poodle,201,126,334,323"
02216022 n025015499_5963
"02092002 n02092002_14102 500 376 Scottish_deerhound,113,97,499,286"
"02112137 n02112137_12741 500 331 chow,108,4,499,265"
"02088094 n02088094_13442 397 500 Afghan_hound,175,209,353,456"
"02096437 n02096437_183 500 333 Dandie_Dinmont,191,76,308,244"
"02115641 n02115641_6772 500 375 dingo,82,34,370,360"
022429333 n02484225_9625
029375004 n021563156_9464
"02104029 n02104029_4002 500 375 kuvasz,136,101,443,262"
"02097130 n02097130_5560 500 375 giant_schnauzer,0,3,499,374"
"02112706 n02112706_442 271 260 Brabancon_griffon,34,29,253,247"
"02088238 n02088238_11917 500 375 basset,131,30,389,373"
021730723 n027876159_7280
"02085782 n02085782_4436 598 701 Japanese_spaniel,70,7,596,699"
# 1311
"02110627 n02110627_10185 342 314 affenpinscher,75,43,224,242"
025543636 n025382330_2032
"02111889 n02111889_3918 499 334 Samoyed,185,0,498,333"
"02102318 n02102318_9980 384 288 cocker_spaniel,73,0,347,287"
"02112018 n02112018_3464 500 375 Pomeranian,0,63,421,373"
"02102318 n02102318_4716 333 500 cocker_spaniel,0,113,331,498"
022276352 n024539703_2689
"02086910 n02086910_7842 250 143 papillon,16,10,244,125"
"02091032 n02091032_1396 500 375 Italian_greyhound,74,105,377,304"
"02088364 n02088364_8612 375 500 beagle,136,301,372,497"
"02093256 n02093256_8623 500 375 Staffordshire_bullterrier,144,0,499,329"
025830103 n024529843_8499
"02086646 n02086646_1126 500 500 Blenheim_spaniel,101,15,386,477"
"02086079 n02086079_869 500 498 Pekinese,58,46,487,422"
"02088364 n02088364_14702 500 311 beagle,1,22,483,255"
029617046 n026421210_5749
"02113023 n02113023_6548 333 500 Pembroke,0,1,291,498"
"02108551 n02108551_154 800 503 Tibetan_mastiff,0,33,774,431"
"02089078 n02089078_2957 583 484 black-and-tan_coonhound,49,39,503,417"
"02105505 n02105505_4143 240 200 komondor,26,8,162,190"
027480686 n023427534_5840
"02088094 n02088094_890 333 500 Afghan_hound,50,52,331,498"
024284453 n02675755_304
"02098105 n02098105_1062 500 333 soft-coated_wheaten_terrier,63,0,459,332"
"%s %s 180 240 English_foxhound,57,109,155,228"
"02097658 n02097658_1100 360 480 silky_terrier,0,0,358,478"
"02088364 n02088364_13682 500 333 beagle,1,1,311,293"
024786161 n028163486_8278
028615345 n02165221_9995
"02096294 n02096294_1375 500 375 Australian_terrier,144,65,316,325"
"02110185 n02110185_2593 500 333 Siberian_husky,52,48,468,332"
"02093991 n02093991_75 342 500 Irish_terrier,17,15,320,498"
"02113978 n02113978_3722 350 262 Mexican_hairless,55,26,296,247"
# 1448
"02105056 n02105056_6778 500 334 groenendael,131,1,499,333"
"02093256 n02093256_1602 360 480 Staffordshire_bullterrier,57,85,298,421"
025039071 n026086663_2647
"%s %s 540 360 otterhound,2,48,522,302"
"02090721 n02090721_5172 500 500 Irish_wolfhound,145,125,473,445"
029380869 n026102457_1487
026743512 n029495815_7606
"02092339 n02092339_1521 500 500 Weimaraner,45,118,487,405"
025009174 n026692525_9833
029085953 n022766905_252
"02091467 n02091467_5239 500 375 Norwegian_elkhound,172,124,325,236"
"02102040 n02102040_4250 500 362 English_springer,178,66,305,263"
"02101006 n02101006_3379 365 284 Gordon_setter,27,1,364,283"
"02107683 n02107683_3760 500 375 Bernese_mountain_dog,143,137,498,374"
"02100236 n02100236_1652 500 375 German_short-haired_pointer,197,26,369,374"
"02104365 n02104365_8161 500 375 schipperke,181,188,270,308 schipperke,358,159,486,252 schipperke,220,133,369,207 schipperke,272,175,359,298"
02396191 n021860961_2681
"02100583 n02100583_9844 500 333 vizsla,128,59,373,332"
"02089078 n02089078_3078 250 223 black-and-tan_coonhound,1,29,144,222"
023410725 n027362981_9672
"02098286 n02098286_4827 375 500 West_Highland_white_terrier,73,58,242,233"
02302770 n025735292_5613
"02106382 n02106382_1633 200 175 Bouvier_des_Flandres,10,8,190,171"
"02113978 n02113978_857 640 634 Mexican_hairless,111,0,514,632"
"02107908 n02107908_1030 679 599 Appenzeller,65,49,644,597"
"02107574 n02107574_1077 500 375 Greater_Swiss_Mountain_dog,183,71,296,294"
"02096051 n02096051_225 333 500 Airedale,0,68,299,498"
"02091467 n02091467_3408 500 375 Norwegian_elkhound,34,41,351,273"
024510049 n021400268_7801
028462732 n024310560_6926
022508831 n026076245_2990
021276777 n026292767_2982
02421335 n027375877_9577
021471235 n027205307_2097
"02106382 n02106382_2105 283 455 Bouvier_des_Flandres,57,11,236,415"
024667157 n02247642_460
"02108422 n02108422_822 495 330 bull_mastiff,193,1,494,248"
"02111500 n02111500_8721 500 375 Great_Pyrenees,0,43,328,363"
"02112350 n02112350_9791 500 375 keeshond,63,51,499,363"
"02101006 n02101006_338 500 375 Gordon_setter,130,60,373,374"
021987060 n022417307_8230
02802901 n025883541_1321
"02115913 n02115913_3753 500 400 dhole,0,99,479,335"
022323494 n021202309_2016
"02108422 n02108422_5466 616 554 bull_mastiff,29,77,609,528"
029244805 n022734955_1163
"02089078 n02089078_2753 200 180 black-and-tan_coonhound,0,0,194,176"
023405718 n027543601_4620
024099535 n026356905_4360
025179830 n029880857_7214
"02109961 n02109961_3992 500 500 Eskimo_dog,86,126,411,331"
# 576
"%s %s 350 280 English_foxhound,75,28,302,269"
025314167 n027648109_3275
"02096294 n02096294_4525 500 405 Australian_terrier,38,1,291,403"
"02086910 n02086910_881 500 357 papillon,5,47,444,284"
"02099601 n02099601_4843 500 375 golden_retriever,140,45,498,373"
"02113023 n02113023_12248 500 375 Pembroke,133,0,475,374"
021056395 n029573644_2760
027125586 n029202167_5629
"02096177 n02096177_11415 500 375 cairn,156,47,453,245"
"02113978 n02113978_1088 285 430 Mexican_hairless,33,12,248,428"
# 1245
027995480 n023219324_4782
023002489 n023615899_8717
"02099712 n02099712_3835 500 375 Labrador_retriever,144,92,467,358"
025557235 n023169137_6831
025950388 n027779869_4518
"02115913 n02115913_520 500 375 dhole,18,85,461,312"
"02088094 n02088094_392 400 500 Afghan_hound,33,82,398,498"
"02115641 n02115641_4563 400 300 dingo,124,42,370,299"
024781035 n029439172_8481
# 501
021430075 n029579220_985
"02115641 n02115641_1969 292 196 dingo,9,24,255,174"
"02100877 n02100877_4716 500 375 Irish_setter,10,1,430,374"
"02108000 n02108000_2891 500 375 EntleBucher,122,116,329,320"
"02099849 n02099849_2648 375 500 Chesapeake_Bay_retriever,0,0,337,497"
024054908 n022671305_9879
"02104365 n02104365_7377 500 335 schipperke,1,0,386,334"
"02093428 n02093428_2199 332 500 American_Staffordshire_terrier,0,73,330,498"
"02097474 n02097474_1741 500 375 Tibetan_terrier,33,81,407,338"
028484526 n022257632_1929
"02106030 n02106030_9078 500 400 collie,1,31,481,399"
"02095570 n02095570_1590 375 500 Lakeland_terrier,142,116,373,498"
"02088238 n02088238_6621 343 500 basset,15,36,327,460"
02528250 n021585082_2466
"02112137 n02112137_347 360 480 chow,2,70,358,415"
"02105162 n02105162_6377 500 375 malinois,0,0,412,374"
"%s %s 333 500 French_bulldog,40,1,331,498"
"02089078 n02089078_464 500 281 black-and-tan_coonhound,2,21,455,242"
027676625 n028377346_3578
"02097047 n02097047_4644 500 375 miniature_schnauzer,196,17,440,267"
"02102318 n02102318_11865 500 333 cocker_spaniel,14,40,497,330"
"02105505 n02105505_3967 500 365 komondor,156,101,474,340"
023874660 n02842184_4481
# 306
"02100583 n02100583_3713 500 375 vizsla,16,157,251,321"
"02107574 n02107574_2191 500 375 Greater_Swiss_Mountain_dog,0,172,417,373"
022574787 n026998480_6505
"02093647 n02093647_2909 400 300 Bedlington_terrier,71,28,355,266"
"02112137 n02112137_2850 500 375 chow,1,39,410,374"
028742945 n024140075_6152
"02087394 n02087394_4931 500 375 Rhodesian_ridgeback,27,11,350,374"
"02108422 n02108422_861 500 489 bull_mastiff,52,20,498,487"
"02093256 n02093256_2987 368 500 Staffordshire_bullterrier,50,22,345,498"
024143231 n02964043_5373
"02096585 n02096585_4575 500 333 Boston_bull,152,0,377,256"
"02093428 n02093428_15747 473 500 American_Staffordshire_terrier,41,1,441,498"
"02111277 n02111277_7285 500 333 Newfoundland,20,16,439,332"
"02108000 n02108000_3291 223 236 EntleBucher,15,38,184,207"
"02095570 n02095570_3745 500 375 Lakeland_terrier,0,38,229,327 Lakeland_terrier,235,169,499,371"
# 1341
"02093428 n02093428_11916 500 347 American_Staffordshire_terrier,166,15,482,329"
# 901
"02106166 n02106166_361 500 333 Border_collie,0,57,492,265"
"02109961 n02109961_2584 468 312 Eskimo_dog,55,42,467,310"
"%s %s 500 338 Shetland_sheepdog,70,38,373,265"
"02100877 n02100877_4406 500 327 Irish_setter,64,32,475,292"
025059446 n025396717_4806
"02089078 n02089078_3419 240 180 black-and-tan_coonhound,0,15,153,179"
028322579 n022215713_6649
"02097130 n02097130_1289 500 375 giant_schnauzer,254,111,499,374 giant_schnauzer,102,180,267,374"
"02111277 n02111277_3713 500 375 Newfoundland,269,201,363,295 Newfoundland,208,204,268,300"
"02109047 n02109047_6061 500 341 Great_Dane,199,140,387,268"
024181791 n027927810_5339
028608026 n027347162_5503
021429674 n021397268_8298
"02113712 n02113712_9752 500 500 miniature_poodle,6,50,487,476"
028935139 n024623840_9829
028864546 n022059306_5368
"02088632 n02088632_3478 394 389 bluetick,27,23,377,380"
"02102973 n02102973_526 432 492 Irish_water_spaniel,19,17,430,490"
"02091467 n02091467_2366 500 383 Norwegian_elkhound,23,19,371,364"
024431928 n021430083_9518
"02115913 n02115913_1663 500 333 dhole,118,111,412,286"
"02108089 n02108089_1675 500 375 boxer,115,182,421,343"
"02097658 n02097658_6678 326 500 silky_terrier,20,68,273,447"
02208295 n029139728_6762
02442958 n02652467_8409
"02097658 n02097658_3484 500 375 silky_terrier,111,24,371,289"
028822424 n025736934_2226
02874348 n021410529_5411
026594215 n023459664_6754
"02098105 n02098105_2456 500 333 soft-coated_wheaten_terrier,265,55,406,296 soft-coated_wheaten_terrier,82,74,172,242"
"02096177 n02096177_12507 500 375 cairn,103,187,240,332"
023715683 n023718233_554
"02094114 n02094114_3925 500 333 Norfolk_terrier,53,73,237,320 Norfolk_terrier,412,10,496,154"
"02107683 n02107683_4899 500 333 Bernese_mountain_dog,176,128,328,323"
022926481 n022030832_3937
"02104029 n02104029_2071 375 500 kuvasz,145,131,312,342"
"02097209 n02097209_169 500 375 standard_schnauzer,272,79,411,299 standard_schnauzer,90,72,238,359"
"02100236 n02100236_879 500 375 German_short-haired_pointer,180,78,499,374"
028272109 n029630096_6527
0225347 n028588090_4189
022938751 n027179730_8277
"02087394 n02087394_7008 500 337 Rhodesian_ridgeback,197,137,300,239"
"02098105 n02098105_1998 375 500 soft-coated_wheaten_terrier,128,125,345,395"
"02087046 n02087046_357 500 375 toy_terrier,201,48,393,327"
024244216 n026113326_914
025547750 n021661841_3657
"02086240 n02086240_12342 500 500 Shih-Tzu,50,20,457,446"
028289313 n025972751_9149
025775765 n024414435_8366
021919044 n022537827_3880
024159366 n023903215_5976
02295287 n027204000_4713
"02088632 n02088632_834 200 215 bluetick,29,24,180,214"
021229517 n024820697_5930
"02101556 n02101556_3896 500 348 clumber,110,55,284,260"
"02107683 n02107683_2705 500 333 Bernese_mountain_dog,206,129,400,297"
"02093991 n02093991_4306 500 375 Irish_terrier,0,86,371,373 Irish_terrier,323,122,499,340"
023806583 n027659035_462
"02088238 n02088238_11223 500 394 basset,1,9,277,392"
"02101556 n02101556_3660 160 160 clumber,22,24,157,149"
"02105162 n02105162_1757 414 600 malinois,69,52,408,598"
022465075 n021573641_9782
"02106382 n02106382_2529 240 320 Bouvier_des_Flandres,27,157,157,286"
"02088094 n02088094_6372 500 305 Afghan_hound,88,135,238,298 Afghan_hound,348,124,483,264"
# 1377
023417733 n024986224_3529
029498593 n023892089_1311
021656755 n027710907_5763
"02112018 n02112018_5208 320 240 Pomeranian,118,33,244,218"
022813347 n027633525_7683
"02101556 n02101556_2689 500 333 clumber,9,37,445,283"
027192250 n024549027_262
026699605 n02547829_2814
"02088364 n02088364_7784 800 568 beagle,237,66,530,492"
"02112350 n02112350_10343 500 375 keeshond,77,96,331,374"
029735994 n026648195_594
"02113978 n02113978_471 344 500 Mexican_hairless,27,25,318,478"
025078837 n029653013_956
021700081 n026132712_7599
"02093647 n02093647_3464 254 257 Bedlington_terrier,68,37,163,228"
"02091244 n02091244_1037 375 500 Ibizan_hound,53,186,358,387"
"02101006 n02101006_6949 335 500 Gordon_setter,0,30,333,498"
"02109525 n02109525_15506 334 500 Saint_Bernard,60,32,306,401"
"02110627 n02110627_7612 324 270 affenpinscher,71,17,205,264"
"02091134 n02091134_14842 500 390 whippet,115,23,387,383"
021910877 n022130241_8086
023953436 n02964921_2371
02751492 n025387646_8307
"02096051 n02096051_5064 338 500 Airedale,0,50,336,498"
# 322
"02106166 n02106166_1705 500 375 Border_collie,20,0,498,374"
"02086646 n02086646_4199 710 500 Blenheim_spaniel,22,83,667,413"
025611110 n023522580_7586
027201031 n02882034_3605
"02102973 n02102973_4597 300 212 Irish_water_spaniel,53,10,223,210"
# 1364
028271141 n029753885_2217
029720158 n029691310_4327
"02099429 n02099429_1412 836 501 curly-coated_retriever,303,231,422,425"
"02108551 n02108551_634 500 375 Tibetan_mastiff,0,40,456,374"
02316948 n024675242_9293
"02106166 n02106166_8068 283 320 Border_collie,4,35,257,316"
"02111500 n02111500_9250 500 375 Great_Pyrenees,0,61,295,369"
021728224 n023170521_8313
023751636 n022151957_4996
# 133
"02111129 n02111129_2703 500 333 Leonberg,117,81,499,332"
"02097658 n02097658_1086 500 375 silky_terrier,116,2,454,364"
"02106030 n02106030_15074 500 359 collie,60,103,494,356"
024203263 n028018168_2153
021347492 n027557983_8003
"02099267 n02099267_4167 500 428 flat-coated_retriever,73,22,437,426"
"02092339 n02092339_2941 500 333 Weimaraner,0,32,499,332"
027363046 n025003782_3517
"02113023 n02113023_6508 500 333 Pembroke,309,42,413,204 Pembroke,63,81,239,215"
# 323
"02096177 n02096177_2143 375 500 cairn,82,157,305,357"
"02107312 n02107312_2468 335 480 miniature_pinscher,57,133,255,394"
"02093428 n02093428_15872 500 375 American_Staffordshire_terrier,172,85,322,314"
024229161 n026535502_3375
"02111889 n02111889_8870 500 375 Samoyed,235,94,406,350"
"02099267 n02099267_488 415 361 flat-coated_retriever,257,110,378,320 flat-coated_retriever,25,84,173,288 flat-coated_retriever,139,110,262,342"
"02089078 n02089078_237 200 253 black-and-tan_coonhound,17,4,199,252"
"02093754 n02093754_7820 500 357 Border_terrier,65,70,417,356"
"02086910 n02086910_3553 500 375 papillon,65,42,419,312"
028659391 n02900438_7022
"02111129 n02111129_454 267 200 Leonberg,47,34,231,169"
023318279 n027996654_5810
"02090622 n02090622_8814 500 374 borzoi,202,48,401,357"
"02085620 n02085620_4998 500 375 Chihuahua,129,124,323,374"
"02089078 n02089078_445 178 366 black-and-tan_coonhound,2,44,166,356"
02525173 n023980573_7794
022269403 n029284131_3800
"02115641 n02115641_3360 500 333 dingo,2,20,498,313"
"02096294 n02096294_1231 259 306 Australian_terrier,0,30,240,305"
025067030 n029542987_8141
"02101556 n02101556_5449 274 227 clumber,81,60,272,226"
025877470 n025266115_9672
026527254 n025122947_8761
"02105162 n02105162_5548 400 300 malinois,0,7,312,299"
028859101 n029066785_3448
026008953 n02778087_9620
"02105251 n02105251_7056 500 330 briard,22,46,404,281"
"02093647 n02093647_490 375 500 Bedlington_terrier,97,37,252,457"
023059920 n02725426_7476
"02091032 n02091032_36 500 375 Italian_greyhound,133,51,499,374"
"02088238 n02088238_11383 500 375 basset,48,28,424,374"
"02099429 n02099429_1236 500 332 curly-coated_retriever,62,66,342,278"
"02105162 n02105162_5417 500 333 malinois,223,39,429,252 malinois,148,159,278,276"
"02097474 n02097474_4131 500 346 Tibetan_terrier,122,31,351,327"
"02091244 n02091244_497 384 256 Ibizan_hound,139,65,298,247"
024449871 n029039864_1074
"02105056 n02105056_4139 500 429 groenendael,314,180,387,283 groenendael,66,248,180,416"
"02112350 n02112350_6701 351 308 keeshond,50,46,293,289"
"02115641 n02115641_6490 500 375 dingo,38,0,406,374"
029037694 n026421563_7727
"02109047 n02109047_7072 269 225 Great_Dane,34,6,259,224"
"02113978 n02113978_3670 677 421 Mexican_hairless,152,44,515,354"
027163588 n026183689_6099
"02105641 n02105641_1045 500 375 Old_English_sheepdog,136,18,316,374"
"02110063 n02110063_9703 500 375 malamute,212,146,439,325"
# 5
"02112018 n02112018_4296 288 309 Pomeranian,53,36,275,304"
"02105162 n02105162_9188 500 333 malinois,162,24,412,305"
"02107142 n02107142_7703 375 500 Doberman,30,42,257,498"
026881464 n023988073_5220
"02102973 n02102973_911 500 375 Irish_water_spaniel,54,48,293,368"
02314393 n026126948_9649
024562877 n022522348_1429
027508302 n024842479_6148
026055438 n029434731_413
029922258 n024118282_777
"02096437 n02096437_4401 200 239 Dandie_Dinmont,16,13,172,235"
"02095570 n02095570_2634 500 375 Lakeland_terrier,137,82,348,252"
"02112350 n02112350_4368 500 375 keeshond,212,119,413,330"
0296727 n025769329_3423
"02102318 n02102318_10019 500 375 cocker_spaniel,131,9,428,331"
024557233 n023404049_4287
"02102040 n02102040_1259 500 375 English_springer,286,99,469,367 English_springer,63,110,207,328"
"02096051 n02096051_7762 400 265 Airedale,57,80,288,263"
# 731
"02107142 n02107142_16512 500 335 Doberman,184,39,344,301"
"02113023 n02113023_11397 500 375 Pembroke,79,109,402,278"
"02091032 n02091032_1680 500 332 Italian_greyhound,12,123,202,266 Italian_greyhound,247,101,478,276"
021327357 n023239343_8811
"02094114 n02094114_3826 500 333 Norfolk_terrier,0,3,443,332"
"02105251 n02105251_7805 308 410 briard,96,98,212,320"
026856502 n025775987_9735
"02113799 n02113799_1532 500 333 standard_poodle,41,41,377,243"
"02102480 n02102480_5760 682 512 Sussex_spaniel,93,43,676,510"
021557076 n028797546_8613
"02097130 n02097130_5175 333 500 giant_schnauzer,0,11,331,498"
"02105251 n02105251_5985 500 375 briard,0,45,499,374"
"02093647 n02093647_502 275 183 Bedlington_terrier,175,66,234,166 Bedlington_terrier,106,28,172,172 Bedlington_terrier,37,56,106,174"
# 312
"02097658 n02097658_1503 500 400 silky_terrier,162,23,310,267"
026681878 n025032961_9943
"02090379 n02090379_4388 500 375 redbone,16,114,495,277"
028952763 n024581073_3472
"%s %s 600 503 English_foxhound,21,0,577,501"
"02096177 n02096177_1385 500 375 cairn,37,85,464,317"
027061722 n027130350_7503
02907992 n028884745_5466
"02086079 n02086079_3493 312 350 Pekinese,23,12,299,349"
025667976 n021112547_3186
"02108422 n02108422_628 244 345 bull_mastiff,27,28,214,307"
"02096585 n02096585_12844 500 375 Boston_bull,0,57,189,374"
021721094 n028548342_8307
02227816 n029483403_9431
"02104365 n02104365_3826 500 333 schipperke,105,29,419,332"
"%s %s 280 131 otterhound,89,8,272,130 otterhound,24,20,116,123"
"02109525 n02109525_4516 331 360 Saint_Bernard,0,39,330,359"
"02087394 n02087394_11718 375 500 Rhodesian_ridgeback,83,270,167,442"
"02111889 n02111889_6595 500 375 Samoyed,5,34,435,371"
"02091467 n02091467_4631 500 363 Norwegian_elkhound,187,31,453,330"
"02105251 n02105251_5775 500 333 briard,0,1,377,332"
"02096294 n02096294_720 600 422 Australian_terrier,66,10,398,384"
"02097209 n02097209_2505 372 152 standard_schnauzer,142,21,250,136 standard_schnauzer,71,6,149,135"
"02111277 n02111277_2807 500 333 Newfoundland,58,11,440,332"
029251339 n02156059_2489
"02107142 n02107142_4017 364 500 Doberman,63,102,217,495"
"02111500 n02111500_6881 500 375 Great_Pyrenees,89,131,431,322"
027093356 n02296122_7995
"02113023 n02113023_5295 500 375 Pembroke,52,35,417,281"
"02108089 n02108089_13526 500 332 boxer,111,86,450,259"
027498723 n025228620_1859
027745137 n028422599_2998
024760532 n02894240_2966
"02099601 n02099601_2536 332 500 golden_retriever,15,139,326,495"
"02088466 n02088466_8950 500 400 bloodhound,134,43,452,355"
"02107683 n02107683_4688 500 333 Bernese_mountain_dog,0,7,425,332"
025810938 n027716829_6179
"02094258 n02094258_928 500 318 Norwich_terrier,239,4,499,255"
"02110185 n02110185_1511 500 375 Siberian_husky,144,1,435,355"
"02113023 n02113023_436 400 371 Pembroke,185,169,346,362"
"02091831 n02091831_3054 500 375 Saluki,140,59,358,312 Saluki,414,101,499,347"
"%s %s 200 150 otterhound,26,14,169,149"
"%s %s 480 360 Shetland_sheepdog,175,69,479,359"
"02106166 n02106166_3296 500 375 Border_collie,107,94,343,323"
"02090721 n02090721_503 500 333 Irish_wolfhound,246,83,468,257 Irish_wolfhound,174,35,303,228 Irish_wolfhound,137,71,194,163"
"%s %s 500 333 French_bulldog,152,27,499,283"
"%s %s 491 450 otterhound,41,25,457,429"
"02110806 n02110806_5744 500 492 basenji,35,0,443,479"
"02104029 n02104029_4585 400 300 kuvasz,148,134,276,232 kuvasz,147,99,336,221"
"02099601 n02099601_345 500 321 golden_retriever,75,62,447,248"
"02085782 n02085782_2655 385 391 Japanese_spaniel,11,8,376,384"
025490597 n024490377_7109
"02098413 n02098413_14565 500 375 Lhasa,236,8,431,323"
"%s %s 400 300 French_bulldog,132,49,399,299"
"02092002 n02092002_5437 500 333 Scottish_deerhound,198,154,368,260"
"02088466 n02088466_7409 500 375 bloodhound,1,78,492,359"
029111600 n026240603_6269
"02095314 n02095314_2699 275 306 wire-haired_fox_terrier,34,2,264,286"
028431381 n025190783_208
"02099267 n02099267_4278 500 375 flat-coated_retriever,30,55,415,374"
# 1450
"02106166 n02106166_7804 404 500 Border_collie,66,166,267,460 Border_collie,258,197,377,336"
02835532 n028795022_2052
026619757 n025897791_7117
"02090379 n02090379_4708 375 500 redbone,11,121,372,456"
021741880 n022787760_859
022238654 n025549498_4597
"02085620 n02085620_13151 500 336 Chihuahua,176,29,379,333"
023290133 n023990265_5932
026296584 n023991163_1393
"02092002 n02092002_293 849 565 Scottish_deerhound,130,144,695,437"
"02098286 n02098286_1551 375 500 West_Highland_white_terrier,81,141,262,429"
"02110958 n02110958_8075 500 400 pug,63,59,231,249"
024832153 n024442058_590
025247398 n028451358_1257
"02111129 n02111129_754 450 363 Leonberg,38,150,276,319"
025576166 n027657499_1889
"02100583 n02100583_2885 333 500 vizsla,35,287,219,497"
"02108089 n02108089_2740 396 500 boxer,2,3,388,491"
"02094433 n02094433_1490 500 375 Yorkshire_terrier,213,57,405,286"
"02087046 n02087046_3470 500 375 toy_terrier,72,39,410,310"
"02091032 n02091032_1140 500 375 Italian_greyhound,166,88,395,373"
026696091 n02764624_581
"02102480 n02102480_1649 225 252 Sussex_spaniel,34,29,176,230"
"02111500 n02111500_474 500 375 Great_Pyrenees,126,46,301,242"
"02088238 n02088238_9864 500 375 basset,188,84,445,353"
"02100583 n02100583_9969 500 381 vizsla,134,8,469,380"
02270391 n024679683_9608
"02101556 n02101556_2002 333 500 clumber,18,46,249,461"
02143756 n028216616_5894
"02099429 n02099429_2335 354 530 curly-coated_retriever,76,80,233,408"
"02111500 n02111500_4731 500 333 Great_Pyrenees,202,130,298,259"
"02108000 n02108000_755 250 291 EntleBucher,20,37,223,256"
# 355
02443054 n02113196_1433
"02113712 n02113712_2045 500 375 miniature_poodle,58,0,311,288"
# 650
027782475 n02588417_9639
"02099267 n02099267_198 436 386 flat-coated_retriever,19,24,421,366"
"02111277 n02111277_4869 500 375 Newfoundland,105,122,316,374"
"02085620 n02085620_500 500 375 Chihuahua,8,87,432,340"
# 784
026887298 n029608021_3701
025381385 n025834399_2271
"02108089 n02108089_11074 500 403 boxer,0,109,446,401"
"02094433 n02094433_730 500 375 Yorkshire_terrier,118,0,374,374"
029566131 n02571103_8864
"02113712 n02113712_9573 500 359 miniature_poodle,85,34,385,341"
"%s %s 345 230 otterhound,151,118,225,206 otterhound,69,93,99,125"
"02096051 n02096051_1723 500 426 Airedale,15,87,374,424"
"02089867 n02089867_3679 432 289 Walker_hound,116,22,431,221"
028403936 n029533449_777
"02094258 n02094258_2730 500 331 Norwich_terrier,211,22,429,195 Norwich_terrier,39,32,260,233"
"02111889 n02111889_5965 500 375 Samoyed,1,120,323,373"
"02093256 n02093256_6665 500 368 Staffordshire_bullterrier,38,31,481,343"
"02106662 n02106662_22764 556 444 German_shepherd,55,65,503,400"
02532160 n025768540_3486
021564347 n028117325_4855
"02109525 n02109525_12041 306 346 Saint_Bernard,13,0,286,344"
# 338
"02085782 n02085782_1778 640 480 Japanese_spaniel,30,103,392,379"
"02087394 n02087394_8152 325 500 Rhodesian_ridgeback,1,121,323,497"
"02087394 n02087394_9272 500 334 Rhodesian_ridgeback,143,64,278,315"
023023817 n026013237_6035
"02107142 n02107142_16424 500 411 Doberman,0,0,441,381"
028639704 n024825205_6097
"%s %s 190 200 English_foxhound,4,2,178,186"
026247447 n026928209_5013
"02098105 n02098105_2157 500 333 soft-coated_wheaten_terrier,49,0,437,332"
# 1145
022998521 n0218068_3462
029986974 n022604040_2342
"02096177 n02096177_11295 375 500 cairn,15,33,351,466"
027198600 n021466764_1012
"02110958 n02110958_12860 500 336 pug,51,31,499,335"
"02111500 n02111500_395 500 375 Great_Pyrenees,1,71,417,373"
024843839 n021700103_9545
"02088466 n02088466_10506 494 500 bloodhound,118,45,462,428"
"02085782 n02085782_1059 550 413 Japanese_spaniel,142,8,361,410"
"02093428 n02093428_8324 500 348 American_Staffordshire_terrier,14,50,478,274"
026008514 n026223074_5649
024701687 n023134003_1480
# 1127
022551313 n02922291_9909
025359632 n027085909_2897
"02092002 n02092002_5668 333 500 Scottish_deerhound,0,0,297,496"
027679506 n025013066_1612
026685539 n024397083_8655
"02105641 n02105641_6664 375 500 Old_English_sheepdog,157,158,337,370"
"02112018 n02112018_5778 332 500 Pomeranian,6,108,323,445"
026753572 n029698697_7395
"02090622 n02090622_5098 500 375 borzoi,111,14,447,306"
"02087046 n02087046_178 216 198 toy_terrier,9,4,209,191"
# 1087
"%s %s 387 473 French_bulldog,26,0,364,471"
