,0,1,2,3,4
1720,Wisconsin,M,7,38833,36151
1721,Wisconsin,M,8,39617,36257
1722,Wisconsin,M,9,40800,35832
1723,Wisconsin,M,10,41856,35671
1724,Wisconsin,M,11,41096,36221
1725,Wisconsin,M,12,40983,36762
1726,Wisconsin,M,13,41501,37957
1727,Wisconsin,M,14,41910,38330
1728,Wisconsin,M,15,42659,39806
1729,Wisconsin,M,16,41190,40529
1730,Wisconsin,M,17,42124,41622
1731,Wisconsin,M,18,41642,40877
1732,Wisconsin,M,19,41941,41838
1733,Wisconsin,M,20,41244,40650
1734,Wisconsin,M,21,38569,40230
1735,Wisconsin,M,22,36216,40317
1736,Wisconsin,M,23,34666,40406
1737,Wisconsin,M,24,32953,37998
1738,Wisconsin,M,25,33717,38227
1739,Wisconsin,M,26,31811,40014
1740,Wisconsin,M,27,32087,39651
1741,Wisconsin,M,28,34215,40822
1742,Wisconsin,M,29,36972,38494
1743,Wisconsin,M,30,38175,36015
1744,Wisconsin,M,31,36796,34782
1745,Wisconsin,M,32,36510,33944
1746,Wisconsin,M,33,37799,35329
1747,Wisconsin,M,34,38883,33447
1748,Wisconsin,M,35,41268,33485
1749,Wisconsin,M,36,42741,35472
1750,Wisconsin,M,37,43241,38829
1751,Wisconsin,M,38,44040,39240
1752,Wisconsin,M,39,45180,38031
1753,Wisconsin,M,40,45742,37449
1754,Wisconsin,M,41,44817,38787
1755,Wisconsin,M,42,44423,40404
1756,Wisconsin,M,43,44120,42526
1757,Wisconsin,M,44,42599,43914
1758,Wisconsin,M,45,42765,44324
1759,Wisconsin,M,46,41289,44737
1760,Wisconsin,M,47,40122,45782
1761,Wisconsin,M,48,39680,46027
1762,Wisconsin,M,49,37876,44978
1763,Wisconsin,M,50,36685,44120
1764,Wisconsin,M,51,35740,43692
1765,Wisconsin,M,52,34342,42417
1766,Wisconsin,M,53,36076,41894
1767,Wisconsin,M,54,26823,40448
1768,Wisconsin,M,55,26214,39379
1769,Wisconsin,M,56,26047,38311
1770,Wisconsin,M,57,27022,36622
1771,Wisconsin,M,58,23968,35237
1772,Wisconsin,M,59,21924,34109
1773,Wisconsin,M,60,21145,32324
1774,Wisconsin,M,61,20942,33973
1775,Wisconsin,M,62,20239,24754
1776,Wisconsin,M,63,19252,24077
1777,Wisconsin,M,64,18498,23748
1778,Wisconsin,M,65,18241,24533
1779,Wisconsin,M,66,16768,21328
1780,Wisconsin,M,67,16896,19249
1781,Wisconsin,M,68,16777,18489
1782,Wisconsin,M,69,16832,17984
1783,Wisconsin,M,70,16957,17201
1784,Wisconsin,M,71,16115,16089
1785,Wisconsin,M,72,15811,15280
1786,Wisconsin,M,73,15408,14761
1787,Wisconsin,M,74,14260,13176
1788,Wisconsin,M,75,13975,13212
1789,Wisconsin,M,76,12969,12553
1790,Wisconsin,M,77,12374,12356
1791,Wisconsin,M,78,11329,12154
1792,Wisconsin,M,79,10602,11056
1793,Wisconsin,M,80,9344,10496
1794,Wisconsin,M,81,8469,9998
1795,Wisconsin,M,82,7984,8657
1796,Wisconsin,M,83,7128,8247
1797,Wisconsin,M,84,6190,7270
1798,Wisconsin,M,85,27643,36611
1799,Wisconsin,F,0,33149,36176
1800,Wisconsin,F,1,33327,36201
1801,Wisconsin,F,2,33253,35162
1802,Wisconsin,F,3,33383,34404
1803,Wisconsin,F,4,34208,35021
1804,Wisconsin,F,5,35090,34431
1805,Wisconsin,F,6,35786,34657
1806,Wisconsin,F,7,36766,34859
1807,Wisconsin,F,8,37689,34491
1808,Wisconsin,F,9,38831,34617
1809,Wisconsin,F,10,39935,34540
1810,Wisconsin,F,11,38901,34617
1811,Wisconsin,F,12,38894,35314
1812,Wisconsin,F,13,39284,36101
1813,Wisconsin,F,14,40116,36742
1814,Wisconsin,F,15,40364,37609
1815,Wisconsin,F,16,39228,38278
1816,Wisconsin,F,17,39238,38933
1817,Wisconsin,F,18,39681,38244
1818,Wisconsin,F,19,40276,40063
1819,Wisconsin,F,20,40184,40033
1820,Wisconsin,F,21,37175,39715
1821,Wisconsin,F,22,34965,39443
1822,Wisconsin,F,23,32946,37823
1823,Wisconsin,F,24,31034,35909
1824,Wisconsin,F,25,31809,34731
1825,Wisconsin,F,26,30345,39206
1826,Wisconsin,F,27,31114,36732
1827,Wisconsin,F,28,33220,37052
1828,Wisconsin,F,29,36276,34445
1829,Wisconsin,F,30,36558,33224
1830,Wisconsin,F,31,35515,33506
1831,Wisconsin,F,32,35673,32465
1832,Wisconsin,F,33,37315,34132
1833,Wisconsin,F,34,38705,32053
1834,Wisconsin,F,35,40977,32885
1835,Wisconsin,F,36,42432,34626
1836,Wisconsin,F,37,43264,37794
1837,Wisconsin,F,38,44167,37566
1838,Wisconsin,F,39,45833,36666
1839,Wisconsin,F,40,45625,36642
1840,Wisconsin,F,41,44289,38293
1841,Wisconsin,F,42,44218,39574
1842,Wisconsin,F,43,43278,41693
1843,Wisconsin,F,44,41965,43112
1844,Wisconsin,F,45,42259,43934
1845,Wisconsin,F,46,40866,44709
1846,Wisconsin,F,47,39543,46280
1847,Wisconsin,F,48,38883,45766
1848,Wisconsin,F,49,36705,44125
1849,Wisconsin,F,50,36307,44155
1850,Wisconsin,F,51,34815,43044
1851,Wisconsin,F,52,34328,41925
1852,Wisconsin,F,53,35887,41858
1853,Wisconsin,F,54,26814,40298
1854,Wisconsin,F,55,26590,38895
1855,Wisconsin,F,56,26358,38245
1856,Wisconsin,F,57,28210,35824
1857,Wisconsin,F,58,25033,35122
1858,Wisconsin,F,59,23004,33636
1859,Wisconsin,F,60,21981,32923
1860,Wisconsin,F,61,21660,34456
1861,Wisconsin,F,62,21426,25475
1862,Wisconsin,F,63,20520,25037
1863,Michigan,M,66,29369,38996
1864,Michigan,M,67,29531,34801
1865,Michigan,M,68,29369,32862
1866,Michigan,M,69,29630,31512
1867,Michigan,M,70,29531,29804
1868,Michigan,M,71,28472,27089
1869,Michigan,M,72,28380,26813
1870,Michigan,M,73,27397,25950
1871,Michigan,M,74,25684,22275
1872,Michigan,M,75,24656,22030
1873,Michigan,M,76,22730,21297
1874,Michigan,M,77,21284,20707
1875,Michigan,M,78,19925,20216
1876,Michigan,M,79,18105,18723
1877,Michigan,M,80,15946,18219
1878,Michigan,M,81,14058,16756
1879,Michigan,M,82,12934,15078
1880,Michigan,M,83,11161,13873
1881,Michigan,M,84,9743,12328
1882,Michigan,M,85,41389,59005
1883,Michigan,F,0,64524,62304
1884,Michigan,F,1,64962,60998
1885,Michigan,F,2,65337,60414
1886,Michigan,F,3,65801,59968
1887,Michigan,F,4,67357,62000
1888,Michigan,F,5,69293,61147
1889,Michigan,F,6,69876,61706
1890,Michigan,F,7,71658,63690
1891,Michigan,F,8,74280,62931
1892,Michigan,F,9,76066,63576
1893,Michigan,F,10,77585,64118
1894,Michigan,F,11,72343,64611
1895,Michigan,F,12,72542,66050
1896,Michigan,F,13,71106,68057
1897,Michigan,F,14,71418,68651
1898,Michigan,F,15,71484,70214
1899,Michigan,F,16,68875,72599
1900,Michigan,F,17,69476,73806
1901,Michigan,F,18,70335,74467
1902,Michigan,F,19,71402,70344
1903,Michigan,F,20,70513,69545
1904,Michigan,F,21,67502,68300
1905,Michigan,F,22,63452,67213
1906,Michigan,F,23,60841,66785
1907,Michigan,F,24,59391,62153
1908,Michigan,F,25,61301,62429
1909,Michigan,F,26,60737,64196
1910,Michigan,F,27,62878,65124
1911,Michigan,F,28,67453,65108
1912,Michigan,F,29,72195,64031
1913,Michigan,F,30,72900,60472
1914,Michigan,F,31,69664,57155
1915,Michigan,F,32,68856,57453
1916,Michigan,F,33,70233,59523
1917,Michigan,F,34,71156,58922
1918,Michigan,F,35,75746,60907
1919,Michigan,F,36,78839,65264
1920,Michigan,F,37,78611,70249
1921,Michigan,F,38,79556,71258
1922,Michigan,F,39,81174,67836
1923,Michigan,F,40,82785,66838
1924,Michigan,F,41,81875,68773
1925,Michigan,F,42,83009,69352
1926,Michigan,F,43,83342,74477
1927,Michigan,F,44,79481,77001
1928,Michigan,F,45,79502,77077
1929,Michigan,F,46,76567,77667
1930,Michigan,F,47,74356,79295
1931,Michigan,F,48,72416,80360
1932,Michigan,F,49,70693,78984
1933,Michigan,F,50,69060,79875
1934,Michigan,F,51,67730,79423
1935,Michigan,F,52,66706,76224
1936,Michigan,F,53,69580,75453
1937,Michigan,F,54,51291,72393
1938,Michigan,F,55,50923,70106
1939,Michigan,F,56,51831,68288
1940,Michigan,F,57,54854,66447
1941,Michigan,F,58,48250,64625
1942,Michigan,F,59,43764,62933
1943,Michigan,F,60,41851,61653
1944,Michigan,F,61,40483,65181
1945,Michigan,F,62,39464,47015
1946,Michigan,F,63,37748,46424
1947,Michigan,F,64,37391,47031
1948,Michigan,F,65,37137,49658
1949,Michigan,F,66,34142,43208
1950,Michigan,F,67,34749,38925
1951,Michigan,F,68,35351,36906
1952,Michigan,F,69,35845,35698
1953,Michigan,F,70,36178,34571
1954,Michigan,F,71,34419,32785
1955,Michigan,F,72,35277,32309
1956,Michigan,F,73,34576,31746
1957,Michigan,F,74,33709,28674
1958,Michigan,F,75,33667,28587
1959,Michigan,F,76,32025,28657
1960,Michigan,F,77,30431,28414
1961,Michigan,F,78,29572,28234
1962,Michigan,F,79,28318,26024
1963,Michigan,F,80,26113,26003
1964,Michigan,F,81,23376,25049
1965,Michigan,F,82,22906,23476
1966,Michigan,F,83,20069,22887
1967,Michigan,F,84,18572,20921
1968,Michigan,F,85,102613,127739
1969,Missouri,M,0,37718,42265
1970,Missouri,M,1,37899,42096
1971,Missouri,M,2,38005,40604
1972,Missouri,M,3,37232,39598
1973,Missouri,M,4,38252,39946
1974,Missouri,M,5,38937,38943
1975,Missouri,M,6,39737,39018
1976,Missouri,M,7,40618,39208
1977,Missouri,M,8,41512,38707
1978,Missouri,M,9,42225,38820
1979,Missouri,M,10,43326,39255
1980,Missouri,M,11,42479,38481
1981,Missouri,M,12,41785,39624
1982,Missouri,M,13,41618,40190
1983,Missouri,M,14,42849,41097
1984,Missouri,M,15,42726,41900
1985,Missouri,M,16,42196,42964
1986,Missouri,M,17,42465,43185
1987,Missouri,M,18,41374,41004
1988,Missouri,M,19,40609,40011
1989,Missouri,M,20,39768,39123
1990,Missouri,M,21,37881,38993
1991,Missouri,M,22,35921,40163
1992,Missouri,M,23,35257,40614
1993,Missouri,M,24,33675,39682
1994,Missouri,M,25,34539,39895
1995,Missouri,M,26,33265,42495
1996,Missouri,M,27,34174,41701
1997,Missouri,M,28,36243,42284
1998,Missouri,M,29,38778,40411
1999,Missouri,M,30,39028,37648
2000,Missouri,M,31,36751,36483
2001,Missouri,M,32,35560,35073
2002,Missouri,M,33,36369,35947
2003,Missouri,M,34,37685,34138
2004,Missouri,M,35,41509,35490
2005,Missouri,M,36,42854,36892
2006,Missouri,M,37,43694,39766
2007,Missouri,M,38,44223,40131
2008,Missouri,M,39,44918,37672
2009,Missouri,M,40,45777,36563
2010,Missouri,M,41,44062,37278
2011,Missouri,M,42,43900,38176
2012,Missouri,M,43,43442,42094
2013,Missouri,M,44,42088,43453
2014,Missouri,M,45,41937,44263
2015,Missouri,M,46,40301,44597
2016,Missouri,M,47,38320,45067
2017,Missouri,M,48,37831,45767
2018,Missouri,M,49,36239,43783
2019,Missouri,M,50,35879,43537
2020,Missouri,M,51,35290,42933
2021,Missouri,M,52,34943,41426
2022,Missouri,M,53,37070,41052
2023,Missouri,M,54,27189,39301
2024,Missouri,M,55,27752,37137
2025,Missouri,M,56,28111,36767
2026,Missouri,M,57,28859,35023
2027,Missouri,M,58,26265,34674
2028,Missouri,M,59,24355,33732
2029,Missouri,M,60,23336,33345
2030,Missouri,M,61,22753,35148
2031,Missouri,M,62,21782,25372
2032,Missouri,M,63,20800,25807
2033,Missouri,M,64,20711,25874
2034,Missouri,M,65,20450,26209
2035,Missouri,M,66,19027,23371
2036,Missouri,M,67,18939,21221
2037,Missouri,M,68,18333,19912
2038,Missouri,M,69,17835,19246
2039,Missouri,M,70,17698,17962
2040,Missouri,M,71,16917,16790
2041,Missouri,M,72,16872,16538
2042,Missouri,M,73,16331,15976
2043,Missouri,M,74,15285,14428
2044,Missouri,M,75,14700,14109
2045,Missouri,M,76,13802,13256
2046,Missouri,M,77,12726,12492
2047,Missouri,M,78,12166,12159
2048,Missouri,M,79,10864,11211
2049,Missouri,M,80,9832,10733
2050,Missouri,M,81,8271,10095
2051,Missouri,M,82,7717,9034
2052,Missouri,M,83,6558,8296
2053,Missouri,M,84,5999,7551
2054,Missouri,M,85,27319,37266
2055,Missouri,F,0,35817,40094
2056,Missouri,F,1,35918,40064
2057,Missouri,F,2,36169,38724
2058,Missouri,F,3,35913,38141
2059,Missouri,F,4,36751,37918
2060,Missouri,F,5,36766,37346
2061,Missouri,F,6,37660,37451
2062,Missouri,F,7,38884,38149
2063,Missouri,F,8,39880,37066
2064,Missouri,F,9,40695,37096
2065,Missouri,F,10,41325,37515
2066,Missouri,F,11,40213,37214
2067,Missouri,F,12,39772,38210
2068,Missouri,F,13,39768,38183
2069,Missouri,F,14,40347,39013
2070,Missouri,F,15,40546,40239
2071,Missouri,F,16,39809,41254
2072,Missouri,F,17,39950,41730
2073,Missouri,F,18,40550,39030
2074,Missouri,F,19,41252,38672
2075,Missouri,F,20,40894,38342
2076,Missouri,F,21,38061,37555
2077,Missouri,F,22,36421,39936
2078,Missouri,F,23,35902,39913
2079,Missouri,F,24,34007,39662
2080,Missouri,F,25,35195,39237
2081,Missouri,F,26,33839,42646
2082,Missouri,F,27,35063,43257
2083,Missouri,F,28,36912,42988
2084,Missouri,F,29,39241,42002
2085,Nevada,F,14,13053,17279
2086,Nevada,F,15,12870,17330
2087,Nevada,F,16,12439,17566
2088,Nevada,F,17,12310,17225
2089,Nevada,F,18,12128,15235
2090,Nevada,F,19,11911,12268
2091,Nevada,F,20,12213,11886
2092,Nevada,F,21,12031,13037
2093,Nevada,F,22,12444,14683
2094,Nevada,F,23,12774,16433
2095,Nevada,F,24,12830,17134
2096,Nevada,F,25,13419,17406
2097,Nevada,F,26,13374,17789
2098,Nevada,F,27,13865,19412
2099,Nevada,F,28,14802,20564
2100,Nevada,F,29,15936,19458
2101,Nevada,F,30,15972,18966
2102,Nevada,F,31,15127,17581
2103,Nevada,F,32,14859,17499
2104,Nevada,F,33,14550,17544
2105,Nevada,F,34,14789,17490
2106,Nevada,F,35,15721,17444
2107,Nevada,F,36,16119,18484
2108,Nevada,F,37,15601,19252
2109,Nevada,F,38,15736,18972
2110,Nevada,F,39,15890,18093
2111,Nevada,F,40,15804,17417
2112,Nevada,F,41,15052,17206
2113,Nevada,F,42,15292,17531
2114,Nevada,F,43,15215,18351
2115,Nevada,F,44,14726,18805
2116,Nevada,F,45,15001,18180
2117,Nevada,F,46,14553,18275
2118,Nevada,F,47,13840,18580
2119,Nevada,F,48,13332,18275
2120,Nevada,F,49,13225,17435
2121,Nevada,F,50,13564,17759
2122,Nevada,F,51,13238,17664
2123,Nevada,F,52,13498,17161
2124,Nevada,F,53,14238,17314
2125,Nevada,F,54,10915,16874
2126,Nevada,F,55,11092,16183
2127,Nevada,F,56,11064,15797
2128,Nevada,F,57,11522,15603
2129,Nevada,F,58,9989,15921
2130,Nevada,F,59,9593,15522
2131,Nevada,F,60,9357,15894
2132,Nevada,F,61,8648,15801
2133,Nevada,F,62,8567,12475
2134,Nevada,F,63,8094,12462
2135,Nevada,F,64,7872,12082
2136,Nevada,F,65,7927,12490
2137,Nevada,F,66,7188,10409
2138,Nevada,F,67,7058,9830
2139,Nevada,F,68,6735,9380
2140,Nevada,F,69,6877,8609
2141,Nevada,F,70,6913,8248
2142,Nevada,F,71,6181,7590
2143,Nevada,F,72,6379,7285
2144,Nevada,F,73,6002,7137
2145,Nevada,F,74,5900,6526
2146,Nevada,F,75,5671,6383
2147,Nevada,F,76,5295,5782
2148,Nevada,F,77,4881,5908
2149,Nevada,F,78,4584,5844
2150,Nevada,F,79,4124,5125
2151,Nevada,F,80,3810,5122
2152,Nevada,F,81,3218,4673
2153,Nevada,F,82,3034,4337
2154,Nevada,F,83,2586,4114
2155,Nevada,F,84,2341,3750
2156,Nevada,F,85,11557,19286
2157,Washington,M,0,40420,45086
2158,Washington,M,1,40234,44959
2159,Washington,M,2,40595,44767
2160,Washington,M,3,40268,43262
2161,Washington,M,4,40807,43428
2162,Washington,M,5,41637,42499
2163,Washington,M,6,42192,42176
2164,Washington,M,7,44008,43088
2165,Washington,M,8,44802,42455
2166,Washington,M,9,45186,42192
2167,Washington,M,10,46432,42659
2168,Washington,M,11,44773,42433
2169,Washington,M,12,44315,42820
2170,Washington,M,13,43847,43468
2171,Washington,M,14,44488,43906
2172,Washington,M,15,44896,45701
2173,Washington,M,16,44424,46734
2174,Washington,M,17,44704,47181
2175,Washington,M,18,43838,45672
2176,Washington,M,19,41042,41462
2177,Washington,M,20,40763,42112
2178,Washington,M,21,38388,41217
2179,Washington,M,22,36816,43151
2180,Washington,M,23,37374,45452
2181,Washington,M,24,36504,46704
2182,Washington,M,25,38154,46306
2183,Washington,M,26,36831,48332
2184,Washington,M,27,37186,50153
2185,Washington,M,28,40641,48434
2186,Washington,M,29,44062,47671
2187,Washington,M,30,46760,44997
2188,Washington,M,31,44263,44215
2189,Washington,M,32,42287,42546
2190,Washington,M,33,41225,44154
2191,Washington,M,34,42309,42089
2192,Washington,M,35,45801,41762
2193,Washington,M,36,46901,45118
2194,Washington,M,37,47501,47438
2195,Washington,M,38,47776,49742
2196,Washington,M,39,48616,46849
2197,Washington,M,40,50233,44723
2198,Washington,M,41,47940,43561
2199,Washington,M,42,49384,44802
2200,Washington,M,43,49079,48234
2201,Washington,M,44,47454,48414
2202,Washington,M,45,48144,49335
2203,Washington,M,46,46390,49147
2204,Washington,M,47,45630,49883
2205,Washington,M,48,43584,51702
2206,Washington,M,49,42261,48744
2207,Washington,M,50,42591,49976
2208,Washington,M,51,40738,49155
2209,Washington,M,52,39862,47905
2210,Washington,M,53,42513,48195
2211,Washington,M,54,31167,46036
2212,Washington,M,55,31096,45123
2213,Washington,M,56,30516,42942
2214,Washington,M,57,30737,41408
2215,Washington,M,58,26660,41485
2216,Washington,M,59,24444,39809
2217,Washington,M,60,23267,38546
2218,Washington,M,61,21835,40944
2219,Washington,M,62,21211,29745
2220,Washington,M,63,19636,29761
2221,Washington,M,64,18664,28835
2222,Washington,M,65,18427,28955
2223,Washington,M,66,16883,24746
2224,Washington,M,67,16482,22576
2225,Washington,M,68,16166,21136
2226,Washington,M,69,16244,19668
2227,Washington,M,70,15965,18928
2228,Washington,M,71,14981,17272
2229,Washington,M,72,14457,16305
2230,Washington,M,73,13859,15703
2231,Washington,M,74,13438,14213
2232,Washington,M,75,13300,13453
2233,Washington,M,76,12702,13063
2234,Washington,M,77,11809,12770
2235,Washington,M,78,11769,12145
2236,Washington,M,79,10791,11085
2237,Washington,M,80,9911,10358
2238,Washington,M,81,8492,9506
2239,Washington,M,82,7891,8815
2240,Washington,M,83,6729,8388
2241,Washington,M,84,6096,7508
2242,Washington,M,85,26653,39486
2243,Washington,F,0,38342,43120
2244,Washington,F,1,38345,43219
2245,Washington,F,2,38549,42733
2246,Washington,F,3,38464,41021
2247,Washington,F,4,38822,41524
2248,Washington,F,5,39707,40617
2249,Washington,F,6,40086,40390
2250,Washington,F,7,41406,41247
2251,Washington,F,8,42565,40236
2252,Washington,F,9,43026,40326
2253,Washington,F,10,43691,40607
2254,Washington,F,11,42395,40614
2255,Washington,F,12,42182,40790
2256,Washington,F,13,41939,41657
2257,Washington,F,14,42628,41844
2258,Washington,F,15,42414,43039
2259,Washington,F,16,41540,44265
2260,Washington,F,17,41773,45097
2261,Washington,F,18,41041,41547
2262,Washington,F,19,40718,39158
2263,Washington,F,20,40354,39065
2264,Washington,F,21,37859,38919
2265,Washington,F,22,37318,42310
2266,Washington,F,23,37095,43312
2267,Washington,F,24,36120,43556
2268,Washington,F,25,37594,43307
2269,Washington,F,26,36520,46318
2270,Washington,F,27,37257,48774
2271,Washington,F,28,40045,49009
2272,Washington,F,29,43222,47552
2273,Washington,F,30,45513,44033
2274,Washington,F,31,42761,42746
2275,Washington,F,32,41759,41612
2276,Washington,F,33,41364,42767
2277,Washington,F,34,42193,41529
2278,Washington,F,35,45651,41892
2279,Washington,F,36,46959,44009
2280,Washington,F,37,48065,47110
2281,Washington,F,38,48413,48448
2282,Washington,F,39,49412,45683
2283,Washington,F,40,49993,44505
2284,Washington,F,41,48535,43421
2285,Washington,F,42,49360,44192
2286,Washington,F,43,49365,47684
2287,Washington,F,44,48104,48412
2288,Washington,F,45,48610,49404
2289,Washington,F,46,47451,49996
2290,Washington,F,47,46581,50723
2291,Washington,F,48,43965,51260
2292,Washington,F,49,43459,49831
2293,Missouri,F,30,39423,37347
2294,Missouri,F,31,36966,37328
2295,Missouri,F,32,36440,35027
2296,Missouri,F,33,37390,35971
2297,Missouri,F,34,38385,34324
2298,Missouri,F,35,42177,35995
2299,Missouri,F,36,43893,37910
2300,Missouri,F,37,44446,40311
2301,Missouri,F,38,45248,40368
2302,Missouri,F,39,46391,37655
2303,Missouri,F,40,46642,37579
2304,Missouri,F,41,44828,38297
2305,Missouri,F,42,45198,39572
2306,Missouri,F,43,45461,42933
2307,Missouri,F,44,43196,44766
2308,Missouri,F,45,43160,44736
2309,Missouri,F,46,41863,45854
2310,Missouri,F,47,39930,47120
2311,Missouri,F,48,39573,47093
2312,Missouri,F,49,38617,45036
2313,Missouri,F,50,37778,45288
2314,Missouri,F,51,37059,45703
2315,Missouri,F,52,36576,43016
2316,Missouri,F,53,39245,43227
2317,Missouri,F,54,29336,41705
2318,Missouri,F,55,29530,39482
2319,Missouri,F,56,30020,39335
2320,Missouri,F,57,31206,38263
2321,Missouri,F,58,28204,37218
2322,Missouri,F,59,26564,36402
2323,Missouri,F,60,25543,35728
2324,Missouri,F,61,24695,38190
2325,Missouri,F,62,24076,28464
2326,Missouri,F,63,22959,28469
2327,Missouri,F,64,22747,28694
2328,Missouri,F,65,23029,29485
2329,Missouri,F,66,21902,26260
2330,Missouri,F,67,21879,24352
2331,Missouri,F,68,21670,23078
2332,Missouri,F,69,21556,22053
2333,Missouri,F,70,21702,21382
2334,Missouri,F,71,20780,20157
2335,Missouri,F,72,21140,19638
2336,Missouri,F,73,20659,19680
2337,Missouri,F,74,19979,18414
2338,Missouri,F,75,20168,18021
2339,Missouri,F,76,19229,17702
2340,Missouri,F,77,18452,17263
2341,Missouri,F,78,18213,17201
2342,Missouri,F,79,17001,15968
2343,Missouri,F,80,16142,15990
2344,Missouri,F,81,14523,15189
2345,Missouri,F,82,13704,14145
2346,Missouri,F,83,12550,14077
2347,Missouri,F,84,11756,12913
2348,Missouri,F,85,72153,84412
2349,North Carolina,M,0,57058,68632
2350,North Carolina,M,1,55868,69182
2351,North Carolina,M,2,54967,66195
2352,North Carolina,M,3,53963,65476
2353,North Carolina,M,4,54652,64198
2354,North Carolina,M,5,55808,64246
2355,North Carolina,M,6,56048,64453
2356,North Carolina,M,7,57330,66096
2357,North Carolina,M,8,58531,62662
2358,North Carolina,M,9,59683,61728
2359,North Carolina,M,10,60087,60929
2360,North Carolina,M,11,57433,60051
2361,North Carolina,M,12,56057,60632
2362,North Carolina,M,13,54839,61680
2363,North Carolina,M,14,54175,61644
2364,North Carolina,M,15,54640,62380
2365,North Carolina,M,16,52467,63186
2366,North Carolina,M,17,53700,64735
2367,North Carolina,M,18,54928,65129
2368,North Carolina,M,19,55535,60358
2369,North Carolina,M,20,57099,60045
2370,North Carolina,M,21,54484,59271
2371,North Carolina,M,22,54154,58611
2372,North Carolina,M,23,53183,58381
2373,North Carolina,M,24,52431,58793
2374,North Carolina,M,25,55683,59022
2375,North Carolina,M,26,54777,57489
2376,North Carolina,M,27,56915,57699
2377,North Carolina,M,28,59678,60502
2378,North Carolina,M,29,63016,57042
2379,North Carolina,M,30,63768,59001
2380,North Carolina,M,31,59781,58754
2381,North Carolina,M,32,58489,57683
2382,North Carolina,M,33,57714,60215
2383,North Carolina,M,34,59018,59691
2384,North Carolina,M,35,62789,62394
2385,North Carolina,M,36,63820,65222
2386,North Carolina,M,37,63005,68014
2387,North Carolina,M,38,63348,69066
2388,North Carolina,M,39,63280,64307
2389,North Carolina,M,40,64351,63117
2390,North Carolina,M,41,61495,62618
2391,North Carolina,M,42,61873,63887
2392,North Carolina,M,43,61547,67086
2393,North Carolina,M,44,58850,67602
2394,North Carolina,M,45,59127,67372
2395,North Carolina,M,46,57555,67338
2396,North Carolina,M,47,55128,66905
2397,North Carolina,M,48,54231,67298
2398,North Carolina,M,49,52438,64023
2399,North Carolina,M,50,52916,64717
2400,North Carolina,M,51,51816,64095
2401,North Carolina,M,52,52155,61380
2402,North Carolina,M,53,54702,60351
2403,North Carolina,M,54,41289,59072
2404,North Carolina,M,55,40943,56460
2405,North Carolina,M,56,40548,55733
2406,North Carolina,M,57,41515,53519
2407,North Carolina,M,58,36465,53628
2408,North Carolina,M,59,34196,52697
2409,North Carolina,M,60,33214,53053
2410,North Carolina,M,61,31148,54641
2411,North Carolina,M,62,30594,41203
2412,North Carolina,M,63,29044,40390
2413,North Carolina,M,64,28976,39965
2414,North Carolina,M,65,28924,40251
2415,North Carolina,M,66,26095,34251
2416,North Carolina,M,67,25705,31407
2417,North Carolina,M,68,24586,29845
2418,North Carolina,M,69,23675,27347
2419,North Carolina,M,70,23750,26431
2420,North Carolina,M,71,22857,24300
2421,North Carolina,M,72,22025,23557
2422,North Carolina,M,73,20831,23095
2423,North Carolina,M,74,19331,20242
2424,North Carolina,M,75,18976,19741
2425,North Carolina,M,76,17326,18328
2426,North Carolina,M,77,15468,17189
2427,North Carolina,M,78,14830,16857
2428,North Carolina,M,79,13561,15485
2429,North Carolina,M,80,11830,14546
2430,North Carolina,M,81,9969,13222
2431,North Carolina,M,82,8901,11735
2432,North Carolina,M,83,7636,11083
2433,North Carolina,M,84,6614,9746
2434,North Carolina,M,85,27820,45074
2435,North Carolina,F,0,54957,65616
2436,North Carolina,F,1,52831,65830
2437,North Carolina,F,2,52043,63424
2438,North Carolina,F,3,51668,62507
2439,North Carolina,F,4,51947,61763
2440,North Carolina,F,5,52660,60663
2441,North Carolina,F,6,53368,61529
2442,North Carolina,F,7,54876,63075
2443,North Carolina,F,8,55428,60433
2444,North Carolina,F,9,56660,58563
2445,North Carolina,F,10,57831,57776
2446,North Carolina,F,11,55158,57467
2447,North Carolina,F,12,54108,57649
2448,North Carolina,F,13,52533,58258
2449,North Carolina,F,14,52009,58652
2450,North Carolina,F,15,51296,60165
2451,North Carolina,F,16,49397,60459
2452,North Carolina,F,17,50519,61700
2453,North Carolina,F,18,53287,63462
2454,North Carolina,F,19,56332,59628
2455,North Carolina,F,20,57113,59337
2456,North Carolina,F,21,55141,58627
2457,North Carolina,F,22,53973,58312
2458,North Carolina,F,23,53188,57823
2459,North Carolina,F,24,52287,56712
2460,North Carolina,F,25,55514,59091
2461,North Carolina,F,26,54548,58117
2462,North Carolina,F,27,56413,63638
2463,North Carolina,F,28,60061,63388
2464,North Carolina,F,29,63972,62540
2465,North Carolina,F,30,63782,62040
2466,North Carolina,F,31,59775,61138
2467,North Carolina,F,32,59039,60399
2468,North Carolina,F,33,59269,62576
2469,North Carolina,F,34,59811,61255
2470,North Carolina,F,35,64406,63200
2471,North Carolina,F,36,65817,67146
2472,North Carolina,F,37,65920,70404
2473,North Carolina,F,38,65281,70141
2474,North Carolina,F,39,65960,65775
2475,North Carolina,F,40,66558,64198
2476,North Carolina,F,41,64392,65214
2477,North Carolina,F,42,64513,65442
2478,North Carolina,F,43,64095,69710
2479,North Carolina,F,44,62106,70689
2480,North Carolina,F,45,61907,70829
